Omega,Implementation,Time
2.0,cuCOSMA,1.388888888888889e-05
2.0,cuCOSMA,1.3461538461538462e-05
2.0,cuCOSMA,1.3461538461538462e-05
2.0,cuCOSMA,1.3671875e-05
2.0,cuCOSMA,1.3358778625954198e-05
2.0,cuCOSMA,1.4e-05
2.0,cuCOSMA,1.388888888888889e-05
2.0,cuCOSMA,1.3779527559055118e-05
2.0,cuCOSMA,1.3461538461538462e-05
2.0,cuCOSMA,1.3671875e-05
2.0,cuCOSMA,1.3671875e-05
2.0,cuCOSMA,1.4e-05
2.0,cuCOSMA,1.388888888888889e-05
2.0,cuCOSMA,1.4e-05
2.0,cuCOSMA,1.3358778625954198e-05
2.0,cuCOSMA,1.388888888888889e-05
2.0,cuCOSMA,1.1513157894736843e-05
2.0,cuCOSMA,1.3779527559055118e-05
2.0,cuCOSMA,1.388888888888889e-05
2.0,cuCOSMA,1.3358778625954198e-05
2.0,cuCOSMA,1.388888888888889e-05
2.0,cuCOSMA,1.4e-05
2.0,cuCOSMA,1.388888888888889e-05
2.0,cuCOSMA,1.3779527559055118e-05
2.0,cuCOSMA,1.388888888888889e-05
2.0,cuCOSMA,1.4e-05
2.0,cuCOSMA,1.3779527559055118e-05
2.0,cuCOSMA,1.4e-05
2.0,cuCOSMA,1.388888888888889e-05
2.0,cuCOSMA,1.3358778625954198e-05
2.0,cuCOSMA,1.4e-05
2.0,cuCOSMA,1.4e-05
2.0,cuCOSMA,1.3157894736842106e-05
2.0,cuCOSMA,1.3671875e-05
2.0,cuCOSMA,1.388888888888889e-05
2.0,cuCOSMA,1.4e-05
